Zip,Median,Mean,Pop
95315,44757.2347,50455.3013,10987
95316,66360.1839,86624.4375,6573
95317,47077,70151,817
95318,62751.9776,77781.2748,541
95319,32267,42515,1749
95320,62659.1896,74150.3604,12819
95321,50401.7901,61936.769,3736
95322,41171.281,55366.7294,8942
95323,61154,81716,1260
95324,52954.1015,68120.7163,7324
95325,18961.2441,25514.3727,32
95326,54489.2579,67648.5703,9581
95327,30604.4631,37713.1383,6216
95328,40029,46525,3993
95329,59113.5598,73321.7457,2460
95330,66802.6657,78435.7913,17853
95333,40426.744,63757.976,2942
95334,46728.6936,57926.4649,15457
95335,53333,76039,541
95336,58811.2517,70061.5972,42675
95337,70294.3672,78967.032,31557
95338,32920.1564,42259.3155,7738
95340,51764.3788,70078.6453,33931
95341,34511.2081,45864.8279,32967
95345,10341.0255,13717.183,152
95346,53333,76039,1272
95348,46836.679,61232.0847,30805
95350,46237.265,62965.9974,51046
95351,36025.8474,45836.6588,46458
95354,39320.8873,49783.2162,25394
95355,62447.03,77859.8903,58311
95356,62539.8669,83009.762,30918
95357,54977.7183,65400.9795,11559
95358,47960.5571,57484.1652,31668
95360,47322.9623,58238.3191,11712
95361,55161.4871,68728.1041,26854
95363,58001.2559,70567.9315,25237
95364,53333,76039,53
95365,35309,47279,4985
95366,80720.5862,101545.3207,16575
95367,57515.7314,66935.9364,23173
95368,72133.4335,92431.4396,13614
95369,51775.7136,94607.6804,1031
95370,47396.6032,62241.5558,26803
95372,47584.8696,61149.6784,1963
95374,48683.366,61390.0076,2030
95375,53333,76039,106
95376,66503.9039,78392.0008,49859
95377,97487.3479,113807.6814,30902
95379,47979,60631,3898
95380,41023.1156,54003.3928,40515
95382,63900.1314,73928.3096,36176
95383,52511.8788,74654.8576,3937
95385,53201.4292,69972.5012,429
95386,56568.9941,63629.1599,9877
95387,53611,69305,636
95388,35832.6755,49900.6948,13074
95389,64738.4216,79666.203,1272
95391,96388.2068,105118.2575,9959
95401,54697.4815,64747.0455,36981
95403,62837.2564,75677.2494,45164
95404,67047.3081,83431.4924,39761
95405,69516.2507,87461.3107,21399
95407,56525.3583,66104.2097,39352
95409,70211.2333,87975.9494,27187
95410,36588.4499,54984.6745,950
95412,65515,86937,401
95415,38438.054,51256.8344,1592
95417,31094,43696,297
95420,53000,65205,374
95421,60085.2275,80949.4251,1592
95422,27727.6831,34292.8604,15585
95423,39564.6104,49743.9905,3747
95425,56022.0245,67085.2404,10841
95426,60935.286,62786.1524,2147
95427,40402.5372,53126.479,459
95428,28090,38222,2516
95429,29334.5572,40489.8782,70
95430,39950,55468,44
95431,66091,101949,631
95432,37757.3942,54709.3195,426
95435,40798,50934,82
95436,65499.2464,82999.352,5418
95437,40768.4467,53023.2626,14799
95439,70929.565,79540.2902,675
95441,77526.1792,104044.2982,2014
95442,65879.5914,102757.5168,3178
95443,40840,51279,233
95444,79781,92654,748
95445,44929,61514,2093
95446,42947.3576,62435.8041,4750
95448,64866.6133,89118.7107,16852
95449,44700,58538,1507
95450,63906.6988,87351.6516,387
95451,46293.9424,58393.104,11213
95452,65677.56,99361.3374,1393
95453,39205.3116,56587.4967,10916
95454,31094,43696,2556
95456,38148.8476,55980.12,795
95457,50341.1368,68322.3788,2893
95458,31755.058,40624.368,3104
95459,44929,61514,504
95460,53000,65205,2285
95461,58615.2566,66291.1886,3413
95462,39950,55468,1417
95463,38362,51170,169
95464,28407.9816,32685.4503,2424
95465,68688.7397,93361.0011,2083
95466,38375.7907,51191.7224,946
95467,57254.0316,67542.4332,5498
95468,44929,61514,1258
95469,59272.0143,67781.7195,1707
95470,53577.5086,66549.048,6032
95471,42212,63962,522
95472,70852.2256,88883.3765,28255
95476,55281.5301,81890.175,33104
95482,48088.1886,59227.0179,31808
95485,3514.5528,4042.2294,287
95486,39950,55468,62
95488,31094,43696,280
95490,41558.3272,55924.6874,13264
95492,74317.5398,86546.4775,28532
95494,40034.8463,53485.1312,139
95497,62222,87786,1305
95501,36688.9483,54326.8482,23976
95503,46285.4285,59504.6918,24152
95511,35672,44581,360
95514,36222.6639,46879.2761,254
95519,46400.4265,59469.9928,17432
95521,36384.7461,50934.4816,20199
95524,57652.825,79052.3109,1787
95525,49798.3064,61282.6959,1733
95526,42669,73784,378
95527,36250,52467,627
95528,42669,73784,1139
95531,38464.4012,46683.4421,20589
95536,47296.888,79143.9568,2849
95537,42997,54199,276
95540,39472.3497,56223.2892,13657
95542,38877.3216,45870.2672,2533
95543,41012,54294,765
95545,47349.4616,56596.4712,153
95546,31272.5485,39389.9065,3494
95547,42669,73784,1222
95548,29259,39966,1373
95549,57589.0337,75195.9016,805
95550,47472.5,59061.5,128
95551,39229.7946,54370.0803,1739
95552,32498.292,42902.1864,697
95553,40572.4436,46552.0912,1062
95554,35672,44581,533
95555,40187.2604,53898.9144,410
95556,28731,40462,605
95558,47500,79741,425
95559,35672,44581,182
95560,47526,49349,1648
95562,40990,60605,3450
95563,36250,52467,652
95564,38235,44603,462
95565,40990,60605,1071
95567,41012,54294,1930
95568,28920,37275,136
95569,39782.2822,56965.9496,361
95570,40357,54098,2579
95571,35672,44581,271
95573,28731,40462,1744
95585,31094,43696,508
95587,31094,43696,201
95589,46618.9536,49036.9544,1612
95595,32500,42906,262
95601,52347,72558,198
95602,64972.12,84842.3662,17509
95603,60642.9727,76423.4694,27844
95604,51875,65043,75
95605,38350.28,50787.6869,14179
95606,67652,82893,196
95607,67652,82893,431
95608,58553.376,78719.2266,59418
95610,56303.2257,64841.6632,44147
95612,93933.9211,118895.9691,1239
95614,82318.0979,97499.6125,3833
95615,50968.75,67362.056,834
95616,52881.0377,71880.1508,47032
95618,77297.4001,96890.5198,27281
95619,59348.2278,67433.2264,4842
95620,65909.5284,80784.7958,20553
95621,57375.7921,63020.5867,39819
95623,62954.0861,76386.9362,3806
95624,80878.1328,92354.573,61989
95625,77156,91144,155
95626,69817.5351,86375.1384,5975
95627,67546.2707,82834.0221,3513
95628,73871.0295,92681.6217,40196
95629,54807.795,74015.4675,832
95630,94975.5261,101544.2108,72180
95631,59263,71428,6076
95632,64143.5963,73006.9226,29269
95633,61035.0884,69825.0856,3349
95634,60605.8955,69788.047,3232
95635,61880,69898,1262
95636,63661,79259,1101
95637,67652,82893,370
95638,84500.4049,95828.2961,2255
95639,50170,66401,283
95640,59612.299,70634.0404,11353
95641,44587.4976,53807.5874,1986
95642,51108.0788,63262.9938,7164
95645,48348.1775,66769.2437,2037
95646,21515.8086,23214.6486,61
95648,75887.5727,87021.8322,47354
95650,85269.6398,116186.5088,12447
95651,80311.5722,94738.1062,637
95652,37326,44675,739
95653,67652,82893,527
95655,76875,79094,4314
95658,75725.8094,99206.0411,6285
95659,70074,90622,702
95660,42195.6406,49318.183,30714
95661,76099.0162,96474.7677,29791
95662,71006.7794,81082.2075,31558
95663,91169.259,122457.8576,2377
95664,83261,98773,1380
95665,56178.0411,68880.1486,4426
95666,54898.0646,66483.7449,5336
95667,63660.4779,77408.4618,36726
95668,74462.5867,92479.6731,815
95669,58350.364,72487.9,2443
95670,59665.9978,73655.1582,52973
95672,112268.3113,118356.9154,4773
95673,61290.3714,67613.6868,15455
95674,70074,90622,935
95675,52347,72558,381
95677,73625.3313,81829.6574,23333
95678,65174.8607,76170.635,41192
95679,67652,82893,55
95680,50170,66401,146
95681,67972,84246,1226
95682,79253.4312,93832.3295,29114
95683,97354,132007,6180
95684,63661,79259,3422
95685,51359.0421,67417.7253,4680
95686,41583,58304,1405
95687,65724.7374,74478.8024,57286
95688,70041.465,83944.531,29405
95689,53242.1347,71176.1364,1244
95690,50723.0746,66533.0696,2533
95691,67157.1846,74274.7584,34737
95692,60424.5834,66169.127,4769
95693,91431.3016,108635.4838,6758
95694,63575.718,81651.805,9156
95695,56920.2724,72692.4482,37946
95697,49103,72546,425
95698,49103,72546,236
95699,52347,72558,154
95701,67756,76297,983
95703,74701.7681,85062.1501,897
95709,57301.6734,72994.5408,4772
95713,67706.3308,76641.752,9495
95714,67756,76297,382
95715,65951.5504,74986.1536,115
95717,67351.7332,76065.2356,231
95720,53435.6829,64486.3771,157
95721,54159.3029,66417.969,37
95722,75795.6193,92763.4209,4585
95724,67909,67172,27
95726,59348.0831,76408.0594,8842
95728,60610.9024,64526.5968,386
95735,51841.0353,62682.3847,68
95736,74886,80084,240
95742,93626.8816,104913.8026,7749
95746,129964.7909,169298.9796,21460
95747,88482.0878,98188.6515,51870
95757,86962.0801,94257.3172,40222
95758,75747.8709,87704.6707,60435
95762,114419.7972,135015.43,38797
95765,95474.4129,104481.979,33974
95776,65104.4772,77184.451,21902
95811,28473.6281,37890.1995,7595
95814,26668.907,37573.6528,9922
95815,33326.0678,43475.7031,24680
95816,50669.1236,67756.232,15579
95817,36794.9476,47768.2331,13534
95818,62831.2118,85303.1451,19811
95819,67740.6541,90715.1421,17141
95820,41268.0188,50364.4604,34480
95821,45053.0276,59365.6088,33550
95822,48797.182,60064.8106,42347
95823,43364.4714,50938.6124,73985
95824,31828.7783,38834.121,30221
95825,41429.528,56708.6826,31084
95826,53704.4543,62107.2775,36628
95827,54748.8279,67040.0696,20269
95828,54882.348,60317.7518,57862
95829,79478.8201,91781.0801,24755
95830,102560.3682,122036.0191,934
95831,69763.1429,82229.8944,41321
95832,43306.0731,52520.3761,11924
95833,55015.597,65906.3251,37293
95834,57352.1214,71009.0808,25899
95835,91255.5949,97108.5451,35936
95837,120598.2448,100544.7844,315
95838,40351.4282,50235.3026,36764
95841,41831.5391,53004.4873,19448
95842,45444.1509,53820.8723,31806
95843,70293.1064,79646.5464,45048
95864,78656.0069,112450.0197,22447
95901,48491.5867,56581.0015,31314
95903,46071,52021,1732
95910,52950,58780,86
95912,47268.5724,60164.6548,4685
95914,49204.1785,61208.9832,578
95915,32917,46637,44
95916,37747,49340,1441
95917,48762.4766,60053.1801,3155
95918,83774.7487,90911.1202,2339
95919,49153,56397,1378
95920,54500,66228,274
95922,49241.4701,56452.5239,687
95923,61000,78512,58
95925,49153,56397,295
95926,43458.8009,57223.5914,37725
95928,44704.4817,60868.6162,36511
95930,43367.8768,52817.6896,69
95932,51868.3829,62843.3167,7718
95934,32917,46637,274
95935,49153,56397,631
95936,52950,58780,352
95937,49800.4424,72935.0472,1491
95938,64093,89118,3787
95939,65590,92318,604
95941,40015.6534,50743.6373,563
95942,77331,105980,1301
95943,52731.2186,64812.0792,879
95944,52950,58780,46
95945,47078.6229,59532.8338,25199
95946,62130.0586,77005.4453,9790
95947,32917,46637,1899
95948,38519.9154,52674.7696,10810
95949,64344.2226,77239.7132,19741
95950,47169,59767,569
95951,35542,51052,2601
95953,45412.7213,57554.2609,10718
95954,42588.0421,51793.8907,12251
95955,46385.081,65489.306,1517
95956,43021,57772,401
95957,47447,59530,761
95959,54743.208,75379.3638,17838
95960,44486.0046,57614.7806,796
95961,49525.7246,57808.5795,26510
95962,60435.865,67644.79,1567
95963,44407.0598,55138.4742,15493
95965,36753.8754,49239.1602,20384
95966,43592.8508,52782.7357,30643
95968,40781,49873,1412
95969,41971.9333,54652.475,27549
95970,48991.973,65778.117,530
95971,3362.5135,4521.0459,470
95973,55382.6896,66053.3932,31957
95974,49469,60567,8
95975,56315.0814,71234.7132,1769
95977,55393.048,68829.3948,1678
95978,33713,45668,143
95979,46346,65562,597
95981,47256.3724,56822.2875,97
95982,69207,81251,3221
95983,32917,46637,428
95984,32917,46637,120
95986,41830,57463,162
95987,46289.2192,62460.7184,5992
95988,43906.2171,55580.2634,8857
95991,45044.5887,56070.0387,40593
95993,62525.6724,74115.4422,36067
96001,48100.2876,63243.6163,32284
96002,47027.3405,58268.3199,33298
96003,47409.7881,59785.5409,44461
96006,41263.3846,56249.3196,557
96007,41127.6815,50888.068,22841
96008,52607.5392,71457.1492,1231
96009,52216,66749,569
96010,36250,52467,239
96011,42445,64061,218
96013,43190.3024,46697.3033,4212
96014,42902,50388,211
96015,41095.9926,54296.3236,465
96016,39767.2752,55675.2284,366
96017,49318,74481,171
96019,46598.5123,49105.261,10082
96020,45987.6436,48495.281,2416
96021,38807.7713,48079.2564,16097
96022,47644.4561,65823.3297,15768
96023,33988,51506,1240
96024,40932,52490,1145
96025,35209.5384,45769.6127,2310
96027,42902,50388,2227
96028,39107,57407,1464
96029,39713,57800,124
96031,42902,50388,158
96032,45468.3854,53821.2219,2407
96033,58587,86633,432
96034,43503.5633,56496.9618,294
96035,31727.6784,43255.8178,3324
96037,43213.8612,50759.848,308
96038,44083,57318,589
96039,28920,37275,1251
96040,40056.0432,54917.8469,341
96041,31287.564,40198.8888,2747
96044,32085.7593,43780.0764,1022
96046,31280,40182,304
96047,58587,86633,1004
96048,36370.7956,52467.5934,736
96049,28920,37275,95
96050,32200.0375,41309.3187,414
96051,49318,74481,1139
96052,42152.0472,53239.1933,1460
96054,36000,51361,366
96055,36561.3266,50502.5,3935
96056,43399.9083,60207.2674,1642
96057,32283,37989,1355
96058,33611.9738,50096.0938,798
96059,39774.3744,55967.0336,688
96061,38382,54734,36
96062,43486.152,65052.2192,1105
96063,38382,54734,125
96064,37547.3979,49305.7356,4574
96065,42445,64061,357
96067,45277.2374,54432.5567,7165
96068,52216,66749,183
96069,42445,64061,982
96071,40909.24,52680.08,125
96073,58110.479,81161.2094,4082
96074,39713,57800,260
96075,38564.8166,54895.8954,369
96076,43620.7902,61944.6045,166
96080,38674.3535,52946.9117,28764
96084,42445,64061,625
96085,33665.7828,41970.7218,85
96086,28920,37275,338
96087,58587,86633,600
96088,42287.915,59371.2266,4506
96090,35155,47234,421
96091,43771.9704,54233.9381,699
96092,35155,47234,496
96093,46224.1882,55771.4273,4133
96094,37723.9119,51365.8005,6630
96096,43364.436,64936.3406,695
96097,35468.9205,49291.2232,10031
96101,36010.1832,46834.7088,5490
96103,52474.5991,72845.9407,1725
96104,31417,44848,748
96105,40426.187,58460.769,527
96106,53789.8152,75199.9636,479
96107,40903,48322,1269
96108,41118,54309,122
96109,42917,53729,2197
96110,32669.0998,46166.4402,166
96111,47881.239,58184.9309,160
96112,31417,44848,214
96113,42917,53729,1000
96114,74021.2027,90615.8403,3220
96115,31417,44848,145
96116,41118,54309,233
96117,60055.1044,68810.8193,405
96118,52786.3755,58794.4378,1627
96119,52216,66749,90
96121,42917,53729,368
96122,38965,60014,3883
96123,52216,66749,48
96124,52950,58780,326
96125,52950,58780,258
96126,52950,58780,215
96128,61661.3125,70388.8125,752
96129,38965,60014,261
96130,54157.6275,64434.247,23150
96132,52216,66749,119
96133,40903,48322,110
96134,30785.5705,43697.069,2512
96135,38965,60014,128
96136,45498.6126,55932.8086,104
96137,51679.6858,67926.7742,3297
96140,52308.3791,65712.3456,1170
96141,75289.7344,84627.3232,744
96142,54415.1813,69553.7914,1037
96143,49902.7504,61705.2528,4414
96145,68820.4505,82570.2168,3161
96146,68305.184,68314.7464,1366
96148,70636,94019,788
96150,40313.9664,51128.6624,25019
96155,48145.875,58502.125,8
96161,70847.5301,85619.5596,18451
96701,83901.4118,93091.2027,40281
96704,58943.6766,75742.488,6505
96705,53614,73683,2319
96706,80069.8314,88955.4159,62730
96707,88737.0945,92753.6409,38817
96708,62845.6625,71319.3397,9971
96710,49127.0236,59846.082,613
96712,64451.1302,86578.5137,7352
96714,47321.0529,77112.2088,1344
96716,55789.1413,69080.5131,2823
96717,68311.9344,83031.3008,5555
96719,56574,67614,1692
96720,53729.1279,69289.2073,46165
96725,64718.2468,85329.8808,3592
96726,60981,77557,661
96727,59285.72,69402.2,4878
96728,39679,55828,610
96729,40332,49984,1303
96730,67486.7,83971.792,1541
96731,64934.9466,87747.8339,3292
96732,57566.3971,72885.1327,24816
96734,87192.9512,104978.7339,50733
96737,41352,66240,4552
96738,76930.7064,103458.228,6609
96740,64252.9688,79385.379,33321
96741,53900.3977,73896.5886,5929
96742,41806,48143,90
96743,75733.2295,98378.8657,12160
96744,90519.1904,100818.8318,54246
96746,63316.5879,72273.5783,17277
96747,55865,68920,749
96748,47886,69883,4503
96749,39470.216,49923.1635,17047
96750,53901.589,70359.3998,3793
96752,60673,69365,3680
96753,67064.266,83599.2354,26892
96755,56574,67614,3575
96756,68531.0884,87457.5312,5190
96757,40332,49984,758
96759,76250,85030,457
96760,43960.8056,56007.7419,3001
96761,66176.7423,88434.7386,22156
96762,75417,80417,6419
96763,63170,65872,3135
96764,70000,68723,799
96765,57651.3807,76693.9826,553
96766,63938.9008,71891.328,14683
96768,67688.3994,86485.1483,17668
96769,35396.064,43667.712,294
96770,40332,49984,691
96771,41812.7325,55680.391,8339
96772,41352,66240,2304
96773,70000,68723,210
96774,68558.4,68584.2672,342
96776,61500,67905,1490
96777,41352,66240,1479
96778,35658.8921,46576.3449,14409
96779,63062.28,88185.064,3088
96780,70000,68723,557
96781,39679,55828,1670
96782,76193.8233,84943.4466,40496
96783,39679,55828,2060
96785,41067.6426,55261.034,2646
96786,53401.0113,63505.0161,40859
96789,92471.0581,100810.278,54129
96790,75162.8592,99284.4864,8013
96791,73525.5768,83882.8612,8014
96792,57792.3205,66680.4266,48519
96793,75414.5397,82389.6123,29549
96795,68389.7649,86315.2651,10015
96796,60673,69365,1881
96797,77250.7946,90359.7349,72289
96813,61943.8651,74311.4358,22881
96814,45742.0165,60639.4827,18721
96815,50282.2189,64514.0824,31470
96816,78881.9858,96096.4877,49368
96817,58070.5266,74859.3428,54628
96818,65271.3049,75176.7877,50586
96819,67977.7575,80533.2814,48683
96821,116010.1605,152660.0422,19856
96822,68797.5603,90408.2307,45007
96825,79571.3538,96667.2915,22554
96826,42855.8186,58309.1418,30842
96853,72241.0174,103955.3364,462
96857,65167,49618,2522
96859,94828,101445,156
96860,48047,64915,1124
96863,49728,57955,52
97001,40083,49436,176
97002,60635.6401,70458.0082,5338
97004,66984.0316,82857.5618,4467
97005,45265.475,56202.1921,23741
97006,60471.664,70570.4456,50792
97007,71418.4108,83552.4146,56025
97008,51434.8571,66967.7465,27763
97009,70321.6458,100683.9573,7842
97011,62215.7172,69963.8751,571
97013,59428.3449,70414.3445,19667
97014,53532.9508,63116.8343,1256
97015,56719.0298,66456.4971,17171
97016,9195.7692,10722.6148,1210
97017,59941.192,70209.6912,2935
97018,61411,69077,1572
97019,67585.8274,81177.2717,2979
97020,72756,76165,464
97021,40083,49436,1045
97022,64420.05,72978.081,3376
97023,55954.44,68301.8643,9562
97024,51056.431,64961.7546,8721
97026,53574.4783,68297.8649,3594
97027,54775.8688,61903.5508,12165
97028,59386,70814,252
97029,41354,49145,336
97030,45355.1385,54362.9758,31968
97031,52805.7882,64528.0666,16536
97032,53492.455,60484.4137,4308
97033,41354,49145,80
97034,98881.1724,139661.7138,18340
97035,71692.0246,96371.0558,23586
97037,40083,49436,956
97038,53820.6192,62546.0387,12468
97039,41354,49145,468
97040,39982,50666,1078
97041,51720.4044,60996.7104,2712
97042,70141.9189,83597.2611,2677
97045,62817.184,74453.195,45354
97048,44627.786,51823.9261,5380
97049,59813.6588,70221.6656,1943
97050,41354,49145,285
97051,52629.3749,58028.1463,12903
97053,64072.1998,71904.6479,2990
97054,63948.9292,65789.7195,1548
97055,61759.0979,68534.8395,13522
97056,58400.2924,67613.3714,9703
97057,40083,49436,26
97058,45641.0432,55595.3373,18795
97060,60353.1519,69528.5782,17978
97062,70265.6686,88765.1382,24189
97063,40083,49436,1024
97064,50838.498,62630.4975,3511
97065,41354,49145,759
97067,61156.0689,69539.1176,1897
97068,86042.9272,113432.8448,25381
97070,60212.8104,82369.8431,15383
97071,43040.5708,52145.3296,24910
97080,62759.8413,72111.4123,33590
97086,76045.5921,93289.299,17089
97089,82010.1591,94463.1255,10006
97101,57859.1389,84390.7711,3544
97102,41207.3779,61179.9562,179
97103,36786.026,45750.353,13797
97106,76149.8324,84646.9097,4042
97107,44308.1876,52855.6406,1353
97108,54926,65630,515
97109,84204.1016,92743.1208,582
97110,41705,62977,1210
97111,63566.1999,74810.241,2728
97112,45830.788,57093.864,1918
97113,51946.513,64683.8005,12145
97114,56243.3746,62106.0792,4427
97115,61212.2074,71006.7837,3616
97116,52419.1563,64182.5088,21253
97117,75118.7713,88249.0083,600
97118,36438,46842,903
97119,68735.5261,90335.1865,4494
97121,39054,50657,1202
97122,38554.6184,50264.9552,462
97123,58285.4148,67314.6017,36211
97124,63322.8561,75211.0989,38290
97125,72339,80443,159
97127,61301,71183,2583
97128,42945.9225,56201.8308,30237
97130,37656,48355,606
97131,38188.7615,49145.5228,2158
97132,60918.5423,69546.5871,24170
97133,70398.7822,89887.853,3762
97134,37014,53708,161
97135,41867.7408,53374.4224,841
97136,36536.049,46963.7965,1715
97137,58260.1558,80353.3942,1584
97138,40302.6841,54383.3575,9218
97140,81588.2053,93422.3411,16651
97141,38897.5163,52290.846,12512
97144,72661.5856,80777.4128,156
97145,41705,62977,402
97146,43789.4165,55373.18,5012
97147,37656,48355,388
97148,63672,74975,3151
97149,36250,48102,485
97201,51689.5279,81269.3707,12340
97202,52559.8115,66785.0207,37097
97203,43918.4901,53189.5667,27612
97204,13283,24949,1319
97205,40051.0383,58869.1299,6682
97206,48476.4578,55472.1978,45454
97209,34518.406,61097.7561,8395
97210,61295.7741,90869.3622,9915
97211,55036.6349,66700.9168,30688
97212,76461.5124,94074.2984,23200
97213,59037.8094,70226.4411,29007
97214,48004.4935,62389.7806,22668
97215,56871.7764,70607.3865,16612
97216,43895.7581,50448.935,13563
97217,48621.9626,59065.2408,30072
97218,43637.3177,55127.6041,14214
97219,78979.3745,105279.8212,37062
97220,43212.2657,53688.1171,27422
97221,82881.1614,120946.648,11341
97222,48574.2045,56529.2326,35086
97223,66009.6956,80265.1212,42891
97224,64848.79,80240.6798,26168
97225,68802.7641,94200.6234,21781
97227,43202.8063,58728.8866,3633
97229,98462.0116,117096.5415,43345
97230,44091.0229,55733.5233,35943
97231,91196.4981,114874.7366,4315
97232,55155.4413,77891.2912,10676
97233,37347.9481,48135.1166,33473
97236,47869.8688,55407.4259,27705
97239,72974.0173,103000.1172,12213
97266,41273.9083,48310.4932,28254
97267,54583.4254,67917.9596,28896
97301,34575.6131,43915.6683,51569
97302,50941.9767,63876.7363,36792
97303,49922.3359,61832.5355,34294
97304,58353.8888,70326.8692,20028
97305,40932.1485,51042.6596,34393
97306,59963.4575,74240.7266,22232
97317,49455.4744,57320.7496,21564
97321,54086.5159,64068.3223,19504
97322,32410.9388,38716.4053,23462
97324,57135.4589,68802.2908,1145
97325,55451.0727,72014.2804,6088
97326,60854.053,71219.655,982
97327,57422,70524,2695
97329,52702,56419,120
97330,46533.7629,60501.2697,40602
97331,24506.1054,36908.9524,1836
97333,43364.7133,55714.1727,17443
97338,50966.912,59441.3378,17586
97341,40793.2558,59601.4628,2091
97342,39795,50987,358
97343,44299.8708,54465.365,407
97344,37265,51645,1118
97345,48841.1094,52706.808,512
97346,45925.7644,55704.636,888
97347,39610.5684,51572.7964,1542
97348,52922.222,66633.3944,1403
97350,45622.3644,55257.8708,274
97351,47061.6834,56811.4208,7675
97352,49857.3035,66439.0405,5053
97355,44814.027,54059.3324,26426
97357,44295,54557,253
97358,51464.546,59966.74,2446
97360,52929.1931,61093.789,1913
97361,40067.561,52345.0225,9746
97362,43793.3903,53323.8387,4143
97364,27033,47966,401
97365,48878.8597,61126.736,10367
97366,51372,58325,1265
97367,31013.9573,44428.0566,9178
97368,3355.8456,5146.8668,320
97369,47809,55593,189
97370,59950.9505,71221.9812,7945
97371,59075.6468,71398.9722,770
97373,43183,52543,176
97374,56445.78,68640.6258,4973
97375,63780.6464,75179.5712,1250
97376,42880.735,50140.6184,1355
97377,54130.8205,67666.8151,825
97378,52604.0963,62694.618,8057
97380,44087.119,54395.1806,2213
97381,53256.6245,63293.1902,13172
97383,46563.0615,65295.7964,8694
97384,39795,50987,27
97385,58071.6244,63529.6702,2710
97386,44809.3192,53857.7361,12717
97388,32538,41634,905
97389,48548.7092,61684.3791,1486
97390,38200.3487,48880.9343,623
97391,45944.167,56072.5948,5312
97392,57425.5108,75631.8888,4339
97394,33338.9753,44208.179,4444
97396,42690.224,52139.5966,2881
97401,35363.4762,51785.8467,37105
97402,40051.6997,48550.6794,45191
97403,36503.732,64142.6475,10245
97404,51742.0344,60263.5475,28616
97405,50779.0454,68359.0214,43675
97406,31476.3022,44582.5931,123
97408,59571.3137,86718.7914,9497
97410,36558,44803,634
97411,35313.8056,44296.6736,6752
97412,30962,43384,600
97413,46763.6896,58218.8508,881
97414,36073,45275,215
97415,39474.3673,53149.636,13262
97416,48267,53631,770
97417,34454.2408,42807.6564,1885
97419,51636,65555,983
97420,36764.3015,47760.7223,26945
97423,36977.1088,51427.636,7126
97424,42752.6408,51484.8839,16173
97426,48133.658,65238.4801,8380
97429,36558,44803,667
97430,30962,43384,456
97431,51326.7418,61965.2361,2426
97434,44150.6968,52658.4068,973
97435,45493,54760,2061
97436,45425.392,54692.1436,833
97437,56463,68465,2369
97438,51427,60261,1268
97439,35293.6354,48200.4326,12805
97441,26713,35911,230
97442,36558,44803,2023
97443,40193.1652,49316.822,1801
97444,42820.1292,45758.9188,4768
97446,52990.4173,66814.4996,4093
97447,38506,47792,876
97448,46435.8329,56359.398,12240
97449,42588,57095,1661
97450,29703.8568,43288.9654,624
97451,42388,52831,425
97452,51345.5938,60195.1326,1155
97453,31371.8056,43834.8031,912
97454,61766,80781,1298
97455,50796.6748,70975.5646,2566
97456,52722.9408,63958.0904,2794
97457,38351.4437,46666.127,9663
97458,36093.7735,45406.0355,4973
97459,41703.8344,56873.0539,14202
97461,55035.1734,67604.222,710
97462,44712.6972,55328.2243,3804
97463,39629,50715,3739
97465,29516.6592,43255.6472,2126
97466,36073,45275,846
97467,33577.2256,45081.731,5683
97469,34016,42392,2515
97470,37930.6391,50813.4272,18772
97471,48186.9185,57892.6574,26197
97473,28055.476,37704.5725,337
97476,29442,43242,229
97477,37271.1088,47062.9422,35746
97478,45421.3405,54448.4764,32042
97479,40261.3018,48159.96,8436
97480,31144.41,43421.526,414
97481,48267,53631,591
97484,36558,44803,287
97486,59549.6408,70042.8663,826
97487,54097.293,62726.1301,6732
97488,46750,58223,1045
97489,46750,58223,903
97490,50966.932,62455.808,376
97492,39629,50715,647
97493,40234.2436,61065.024,316
97494,34939,48371,20
97495,34939,48371,1491
97496,38130.8838,47653.581,6840
97497,44702.1977,53395.5284,1498
97498,37382.2356,53098.0524,1613
97499,35234.7263,44773.8974,1924
97501,38511.1017,45580.5109,36982
97502,51580.3434,59122.3093,23393
97503,48672.144,58659.5244,8818
97504,50304.4575,65144.66,40438
97520,43272.3299,62640.498,23789
97522,44970,53499,688
97523,25167,36334,5871
97524,51275.2631,58749.0898,10580
97525,49711.9038,62301.0469,4580
97526,37487.8455,50939.4658,32035
97527,41371.831,53688.6857,28774
97530,51416.7788,70928.8779,6511
97531,25305.9425,36387.3867,402
97532,43799.7176,55620.7276,2378
97534,25167,36334,729
97535,40736.3973,52732.8214,4595
97536,44970,53499,859
97537,43229.936,57080.464,6683
97538,32542.1425,39167.7947,2276
97539,37458,48645,2740
97540,40435.5644,48868.5277,7594
97541,38284.32,49178.94,1427
97543,39635.7484,55390.501,916
97544,43360.8934,50428.2347,2211
97601,40019.1649,54846.3288,21760
97603,48038.3714,55465.287,28557
97604,37028,44304,12
97620,26818,41758,106
97621,33742.5701,40395.2162,368
97622,35736.4596,46200.0152,519
97623,41194.6351,49776.2324,2170
97624,33835.77,40466.74,3004
97625,49289,56357,150
97626,45260.3907,50694.5521,114
97627,53491,57927,793
97630,44303.4166,57525.9409,5032
97632,49917.64,49099.166,1198
97633,48741.26,55773.7346,1348
97634,47500,55500,174
97635,85722,112106,269
97636,26818,41758,380
97637,26818,41758,71
97638,26818,41758,462
97639,33737,40379,520
97640,26818,41758,112
